"Number","Title","Year","Runtime","Genre","Ratings","Director","Total.Vote","Rated","Stars.1","Stars.2","Stars.3"
"149","Jakarta",1988,94,"Action",5,"Charles Kaufman",148,"17+","Chris Noth","Suzee Pai","Frans Tumbuan"
"151","Ghibah",2021,93,"Comedy",4.9,"Monty Tiwa",41,"17+","Verrell Bramasta","Anggika Bolsterli","Josephine Firmstone"
"152","Bangunnya Nyi Roro Kidul",1985,100,"Horror",6.3,"Sisworo Gautama Putra",10,"17+","Bokir","Dorman Borisman","Johny Matakena"
"153","Kenikmatan Tabu",1994,95,"Drama",5.4,"Ackyl Anwari",16,"17+","Kiki Fatmala","Inneke Koesherawati","Teguh Yulianto"
"154","Scandal",2021,92,"Mystery",5.2,"Atiqah Hasiholan",236,"17+","Ibnu Jamil","Maddy Slinger","Cinta Brian"
"155","Aku Tahu Kapan Kamu Mati",2020,92,"Horror",5.2,"Hadrah Daeng Ratu",236,"13+","Natasha Wilona","Ria Ricis","Al Ghazali"
"156","Target",2018,93,"Comedy",4.1,"Raditya Dika",485,"13+","Raditya Dika","Cinta Laura Kiehl","Samuel Rizal"
"157","Marlina si pembunuh dalam empat babak",2017,93,"Drama",7,"Mouly Surya",2852,"21+","Marsha Timothy","Egy Fedly","Tumpal Tampubolon"
"159","A Copy of My Mind",2015,116,"Drama",7.2,"Joko Anwar",849,"16+","Tara Basro","Chicco Jerikho","Maera Panigoro"
"160","Perkawinan Nyi Blorong",1983,90,"Fantasy",6.2,"Sisworo Gautama Putra",16,"17+","Suzzanna","Clift Sangra","Soendjoto Adibroto"
"161","Tembang Lingsir",2019,90,"Horror",5.2,"Rizal Mantovani",28,"17+","Marsha Aruan","Aisyah Aqilah","T. Rifnu Wikana"
"162","Kuntilanak",2018,105,"Comedy",4.8,"Rizal Mantovani",630,"13+","Sandrinna Michelle","Aurélie Moeremans","Fero Walandouw"
"163","Pintu Surga Terakhir",2021,81,"Drama",6.5,"Fajar Bustomi",181,"R13+","Cut Meyriska","Roger Danuarta","Indro Warkop"
"164","Sobat Ambyar",2021,101,"Comedy",6.5,"Bagus Bramanti",181,"13+","Charles Gozali","Bhisma Mulia","Denira Wiraguna"
"165","Satria Heroes: Revenge of the Darkness",2017,92,"Action",4.3,"Kenzô Maihara",66,"13+","Amandha Wyanto","Abio Abie","Adhitya Alkatiri"
"166","Bebas",2019,119,"Comedy",7.3,"Riri Riza",491,"13+","Maizura","Sheryl Sheinafia","Agatha Pricilla"
"167","The Doll 2",2017,117,"Horror",5.2,"Rocky Soraya",518,"18+","Herjunot Ali","Luna Maya","Sara Wijayanto"
"169","DreadOut",2019,97,"Adventure",5.1,"Kimo Stamboel",607,"17+","Caitlin Halderman","Jefri Nichol","Marsha Aruan"
"170","Akhir Kisah Cinta Si Doel",2020,93,"Drama",6.7,"Rano Karno",125,"13+","Rano Karno","Maudy Koesnaedi","Cornelia Agatha"
"171","Milly & Mamet: Ini Bukan Cinta & Rangga",2018,101,"Comedy",7.4,"Ernest Prakasa",754,"13+","Julie Estelle","Yoshi Sudarso","Dian Sastrowardoyo"
"172","I Love You Silly",2021,94,"Drama",8.6,"Prilly Latuconsina",427,"13+","Ajil Ditto","Shenina Cinnamon","Jourdy Pranata"
"173","Hi5teria",2012,94,"Horror",6.5,"Harvan Agustriansyah",71,"13+","Billy Christian","Adriyanto Dewo","Chairun Nissa"
"174","Angel of Fury",1990,92,"Action",4.3,"Ackyl Anwari",313,"13+","Cynthia Rothrock","Chris Barnes","Peter O'Brian"
"175","Bucin",2020,97,"Comedy",4.2,"Chandra Liow",627,"13+","Andovi Da Lopez","Jovial Da Lopez","Tommy Limm"
"177","Hayya: The Power of Love 2",2019,101,"Drama",5.3,"Jastis Arimba",164,"13+","Ria Ricis","Fauzi Baadila","Adhin Abdul Hakim"
"179","Lady Dragon 2",1993,95,"Action",4.6,"David Worth",318,"R","Cynthia Rothrock","Billy Drago","Sam J. Jones"
"180","Sabar Ini Ujian",2020,126,"Adventure",7.7,"Anggy Umbara",358,"13+","Vino G. Bastian","Luna Maya","Ananda Omesh"
"181","Imperfect: Karir, Cinta, & Timbangan",2019,113,"Comedy",7.9,"Ernest Prakasa",1003,"13+","Jessica Mila","Reza Rahadian","Yasmin Napper"
"183","Si Manis Jembatan Ancol",2019,116,"Horror",6.1,"Anggy Umbara",102,"17+","Bounty Umbara","Indah Permatasari","Arifin Putra"
"184","Guardian",2014,91,"Action",4.1,"Helfi C.H. Kardit",187,"17+","Sarah Carter","Tio Pakusadewo","Nino Fernandez"
"185","Petak Umpet Minako",2017,90,"Horror",7.4,"Billy Christian",76,"17+","Regina Rengganis","Gandhi Fernando","Miller Khan"
"186","Satu Amin Dua Iman",2021,114,"Drama",8.7,"Nikita Willy",99,"Not Rated","Dimas Anggara","Kiki Narendra","Sonia Alyssa"
"188","Keluarga Cemara",2018,110,"Drama",7.8,"Yandy Laurens",734,"SU","Nirina Zubir","Ringgo Agus Rahman","Adhisty Zara"
"189","Nyi Ageng Ratu Pemikat",1983,83,"Fantasy",7.4,"Sisworo Gautama Putra",15,"13+","Suzzanna","Barry Prima","Ratno Timoer"
"190","Lampor: Keranda Terbang",2019,95,"Drama",5.4,"Guntur Soeharjanto",135,"13+","Adinia Wirasti","Dion Wiyoko","Nova Eliza"
"191","Fiksi.",2008,90,"Thriller",7.6,"Mouly Surya",408,"17+","Ladya Cheryl","Donny Alamsyah","Kinaryosih"
"192","The Mentalist",2011,90,"Action",7.3,"Walmer Sitohang",188,"17+","Meiditha Badawijaya","Jodi Lyn Brockton","Deddy Corbuzier"
"193","Quickie Express",2007,117,"Comedy",6.9,"Dimas Djayadiningrat",399,"17+","Sandra Dewi","Reuben Elishama","Ria Irawan"
"194","Kisah Tanah Jawa: Merapi",2019,78,"Horror",7.9,"",30,"17+","","",""
"195","Susuk Nyi Roro Kidul",1993,78,"Fantasy",6.1,"Azwar An",18,"17+","Sally Marcellina","Windy Chindyana","Ayu Yohana"
"196","Silam",2018,80,"Horror",5.4,"Jose Poernomo",73,"17+","Zidane Khalid","Surya Saputra","Wulan Guritno"
"197","Primitif",1980,90,"Adventure",3.6,"Sisworo Gautama Putra",505,"A","Enny Haryono","Barry Prima","Johann Mardjono"
"199","Rafathar",2017,91,"Action",1.4,"Bounty Umbara",937,"13+","Rafathar Malik Ahmad","Raffi Ahmad","Babe Cabita"
"202","Titisan Setan: Chapter Two",2020,81,"Horror",6.4,"Agusti Tanjung",7,"13+","Jeff Smith","Stefhani Zamora Husen","Bryan Andrew"
"203","Dead Time: Kala",2007,102,"Crime",7,"Joko Anwar",989,"13+","Donny Alamsyah","Fachry Albar","Ario Bayu"
"205","Eggnoid",2019,102,"Drama",6.3,"Naya Anindita",81,"13+","Sheila Dara Aisha","Morgan Oey","Luna Maya"
"207","Mereka Yang Tak Terlihat",2017,95,"Horror",6.6,"Billy Christian",132,"SU","Estelle Linden","Sophia Latjuba","Bianca Hello"
"208","Adit Sopo Jarwo: The Movie",2021,82,"Animation",7.1,"Hanung Bramantyo",80,"SU","Eki N.F.","Muzakki Ramdhan","Musripah"
"209","Ave Maryam",2018,85,"Drama",7,"Robby Ertanto",468,"17+","Sendy Febrina","Maudy Koesnaedi","Chicco Jerikho"
"210","Little Mom",2021,79,"Drama",9.3,"Natasha Wilona",1591,"17+","Al Ghazali","Teuku Rasya","Elina Joerg"
"211","Arini",2018,79,"Drama",7.4,"Ismail Basbeth",94,"17+","Aura Kasih","Morgan Oey","Olga Lydia"
"212","Cinta Laki-Laki Biasa",2016,86,"Drama",8,"Guntur Soeharjanto",68,"17+","Velove Vexia","Deva Mahenra","Nino Fernandez"
"213","Ranah 3 Warna",2021,86,"Drama",8.3,"Guntur Soeharjanto",49,"17+","Arbani Yasiz","Amanda Rawles","Teuku Rasya"
"215","Paradise Garden",2021,86,"Thriller",8.3,"Jefri Nichol",49,"17+","Vanesha Prescilla","Yoga Pratama","Agnes Naomi"
"216","Setetes Noda Manis",1994,86,"Drama",7.7,"Maman Firmansyah",11,"17+","Inneke Koesherawati","Reynaldi","Zainal Abidin"
"217","Misteri Janda Kembang",1991,86,"Horror",5.6,"H. Tjut Djalil",22,"17+","H.I.M. Damsyik","Fujiyanti","Sally Marcellina"
"220","Di Bawah Umur",2020,92,"Drama",6.3,"Emil Heradi",442,"13+","Angga Yunanda","Yoriko Angeline","Shenina Cinnamon"
"221","Dua Garis Biru",2019,113,"Drama",7.9,"Ginatri S. Noer",1155,"13+","Adhisty Zara","Angga Yunanda","Cut Mini Theo"
"222","Hijab",2015,100,"Comedy",6,"Hanung Bramantyo",21,"17+","Meriam Bellina","Tika Bravani","Nino Fernandez"
"223","Ayat-Ayat Cinta",2008,130,"Drama",7,"Hanung Bramantyo",1127,"17+","Fedi Nuril","Rianti Cartwright","Carissa Putri"
"224","Selingkuh",1996,71,"Drama",6.5,"Emil G. Hampp",10,"17+","Febby Lawrence","Alex Dirjosaputro","Reynaldi"
"225","Mangkujiwo",2020,109,"Horror",5.2,"Azhar Kinoi Lubis",135,"17+","Sujiwo Tejo","Yasamin Jasem","Asmara Abigail"
"229","Max Havelaar of de koffieveilingen der Nederlandsche handelsmaatschappij",1976,170,"Drama",7,"Fons Rademakers",912,"13+","Peter Faber","Sacha Bulthuis","Adendu Soesilaningrat"
"230","Guru-Guru Gokil",2020,101,"Comedy",6.3,"Sammaria Simanjuntak",424,"13+","Gading Marten","Boris Bokir","Kevin Ardillova"
"231","Virgin",2005,114,"Drama",5.7,"Hanny Saputra",79,"13+","Laudya Cynthia Bella","Ardina Rasti","Angie Virgin"
"232","Di Balik 98",2015,106,"Drama",6.7,"Lukman Sardi",65,"13+","Donny Alamsyah","Bima Azriel","Fauzi Baadila"
"233","Yowis Ben Finale",2021,95,"Comedy",7,"Fajar Nugros",19,"R13+","Bayu Skak","Bayu Skak","Joshua Suherman"
"234","Sampai Ajal Memisahkan",2021,81,"Action",7.3,"Anggy Umbara",227,"13+","Rizky Nazar","Syifa Hadju","Verdi Solaiman"
"235","Milea: Suara dari Dilan",2020,102,"Drama",6.3,"Pidi Baiq",518,"13+","Fajar Bustomi","Iqbaal Dhiafakhri Ramadhan","Vanesha Prescilla"
"237","Wedding Agreement",2019,100,"Drama",6.7,"Archie Hekagery",188,"17+","Indah Permatasari","Refal Hady","Aghniny Haque"
"238","Love for Sale 2",2019,92,"Drama",7,"Andibachtiar Yusuf",536,"17+","Della Dartyan","Adipati Dolken","Ratna Riantiarno"
"239","My Idiot Brother",2014,93,"Drama",7.8,"Alyandra",25,"13+","Adilla Fitri","Donny Kusuma","Ali Mensan"
"240","Quarantine Tales",2020,87,"Drama",6.3,"Ifa Isfansyah",119,"13+","Jason Iskandar","Dian Sastrowardoyo","Tata Sidharta"
"241","Kuntilanak",2006,93,"Horror",6.1,"Rizal Mantovani",446,"13+","Julie Estelle","Evan Sanders","Ratu Felisha"
"242","Virgin 2: Bukan Film Porno",2009,123,"Drama",5.5,"Nayato Fio Nuala",67,"13+","Joanna Alexandra","Christina Santika","Smitha Anjani"
"243","Ada Apa dengan Cinta? 2",2016,123,"Drama",7.4,"Riri Riza",1882,"13+","Nicholas Saputra","Dian Sastrowardoyo","Titi Kamal"
"244","Warkop DKI Reborn 3",2019,103,"Adventure",4.2,"Rako Prijanto",165,"13+","Aliando Syarief","Adipati Dolken","Randy Nidji"
"245","Dancing in the Rain",2018,101,"Drama",8.2,"Rudi Aryanto",81,"13+","Dimas Anggara","Bunga Zainal","Deva Mahenra"
"246","Kiamat Sudah Dekat",2003,116,"Comedy",6.9,"Deddy Mizwar",115,"13+","Nazar Amir","Chintami Atmanegara","Aldo Banar"
"247","Susi Susanti: Love All",2019,96,"Biography",7.5,"Sim F.",278,"13+","Laura Basuki","Dion Wiyoko","Jenny Chang"
"248","Single 2",2019,128,"Comedy",6.4,"Raditya Dika",166,"13+","Raditya Dika","Annisa Rawles","Yoga Arizona"
"249","Filosofi Kopi",2015,117,"Drama",7.1,"Angga Dwimas Sasongko",693,"13+","Rio Dewanto","Chicco Jerikho","Julie Estelle"
"250","Lukas: The Journey of an Altar Boy",2021,108,"Drama",7.3,"Alif Anwar",384,"13+","Rizky Hanggono","Lydia Kandou","Ruth Marini"
"251","Filosofi Kopi 2: Ben & Jody",2017,108,"Adventure",7.3,"Angga Dwimas Sasongko",384,"13+","Rio Dewanto","Chicco Jerikho","Luna Maya"
"253","Coboy Junior: The Movie",2013,125,"Drama",4.5,"Anggy Umbara",160,"13+","Iqbaal Dhiafakhri Ramadhan","Teuku Ryzki","Bastian Steel"
"254","London Love Story 2",2017,101,"Drama",7.8,"Asep Kusdinar",44,"13+","Michelle Ziudith","Dimas Anggara","Rizky Nazar"
"255","Assalamualaikum Beijing",2014,95,"Drama",7.2,"Guntur Soeharjanto",309,"13+","Revalina S. Temat","Ibnu Jamil","Laudya Cynthia Bella"
"256","Dilan 1991",2019,121,"Drama",6.7,"Pidi Baiq",1015,"13+","Fajar Bustomi","Iqbaal Dhiafakhri Ramadhan","Vanesha Prescilla"
"257","Kuntilanak 2",2019,100,"Horror",4.9,"Rizal Mantovani",100,"13+","Sandrinna Michelle","Andryan Bima","Ali Fikry"
"258","Menunggu Bunda",2021,87,"Drama",8.2,"Richard Oh",5,"R13+","Putri Ayudya","Donny Damara","Adinda Thomas"
"259","Zeta: When the Dead Awaken",2019,94,"Action",6.7,"Amanda Iswan",28,"17+","Cut Mini Theo","Jeff Smith","Dimas Aditya"
"260","Serendipity",2018,107,"Drama",8.3,"Indra Gunawan",82,"13+","Maxime Bouttier","Mawar Eva de Jongh","Kenny Austin"
"261","Terimakasih Cinta",2019,101,"Drama",8,"Tema Patrosza",11,"13+","Putri Marino","Achmad Megantara","Allan Dastan"
"264","Eiffel I'm in Love",2003,262,"Comedy",6.3,"Nasri Cheppy",567,"13+","Shandy Aulia","Samuel Rizal","Vena Annisa"
"265","Ikut Aku ke Neraka",2019,90,"Horror",5.8,"Azhar Kinoi Lubis",67,"17+","Clara Bernadeth","Rendy Kjaernett","Cut Mini Theo"
"267","Triangle the Dark Side",2016,90,"Action",2.5,"Deddy Corbuzier",255,"R13+","Nayato Fio Nuala","Deddy Corbuzier","Sisca Jessica"
"268","Kadet 1947",2021,111,"Drama",8.7,"Rahabi Mandra",86,"R13+","Aldo Swastia","Kevin Julio","Bisma Karisma"
"269","Reva: Guna Guna",2019,80,"Horror",4,"Jose Poernomo",11,"17+","Angel Karamoy","Pamela Bowie","Wulan Guritno"
"270","Generasi 90an: Melankolia",2020,91,"Drama",5.8,"Mohammad Irfan Ramly",156,"17+","Ari Irham","Aghniny Haque","Taskya Namya"
"271","Sin",2019,100,"Drama",7.7,"Herwin Novianto",94,"13+","Bryan Domani","Mawar Eva de Jongh","Jerome Kurnia"
"272","Bisikan Iblis",2018,87,"Horror",5.1,"Hanny Saputra",55,"13+","Amanda Manoppo","Rebecca Klopper","Zoe Abbas Jackson"
"274","Telaga Angker",1984,99,"Horror",6.9,"Sisworo Gautama Putra",17,"13+","Suzzanna","George Rudy","Sandy Taroreh"
"276","Kain Kafan Hitam",2019,76,"Horror",6.7,"Yudhistira Bayuadji",24,"17+","Maxime Bouttier","Maxime Bouttier","Haico Van Der Veken"
"277","Rage and Honor II",1993,98,"Action",5.3,"Guy Norris",454,"13+","Cynthia Rothrock","Richard Norton","Patrick Muldoon"
"278","Operation Wedding",2013,106,"Comedy",6.7,"Monty Tiwa",159,"13+","Yuki Kato","Bucek Depp","Adipati Dolken"
"279","Kelam",2019,75,"Horror",2.7,"Erwin Arnada",16,"13+","Aura Kasih","Amanda Manoppo","Giselle Tambunan"
"280","Wengi: Anak Mayit",2018,76,"Horror",7,"Nayato Fio Nuala",12,"13+","Sara Wijayanto","Atiyah Shahab","Demian"
"281","Pocong the Origin",2019,90,"Adventure",5.7,"Monty Tiwa",148,"13+","Nadya Arina","Samuel Rizal","Della Dartyan"
"282","The Sacred Riana: Beginning",2019,111,"Horror",7.4,"Billy Christian",103,"17+","The Sacred Riana","Aura Kasih","Agatha Chelsea"
"283","Lewat Djam Malam",1954,101,"Drama",7.1,"Usmar Ismail",238,"13+","A.N. Alcaff","Dhalia","Netty Herawati"
"284","Malik & Elsa",2020,88,"Drama",5.6,"Eddy Prasetya",36,"13+","Edy Mandala","Endy Arfian","Salshabilla Adriani"
"285","Kajeng Kliwon, Nightmare in Bali",2019,76,"Horror",6.6,"Bambang Drias",14,"17+","Amanda Manoppo","Christ Laurent","Atikah Suhaime"
"286","#TemanTapiMenikah",2018,102,"Biography",6.9,"Rako Prijanto",676,"13+","Adipati Dolken","Vanesha Prescilla","Refal Hady"
"287","Battle of Surabaya",2015,99,"Animation",7.2,"Aryanto Yuniawan",3017,"13+","Reza Rahadian","Maudy Ayunda","Alistair Hendry"
"288","Affliction",2021,90,"Horror",6.1,"Teddy Soeriaatmadja",86,"13+","Raihaanun Soeriaatmadja","Tutie Kirana","Ibnu Jamil"
"289","Malam Jumat Kliwon",1986,88,"Horror",7.8,"Sisworo Gautama Putra",21,"13+","Amit Abidin","Soendjoto Adibroto","Ali Albar"
"290","Serigala Terakhir",2009,110,"Action",6.7,"Upi Avianto",334,"13+","Vino G. Bastian","Fathir Muchtar","Reza Pahlevi"
"291","Sweet 20",2017,110,"Comedy",7.2,"Ody C. Harahap",386,"13+","Tatjana Saphira","Niniek L. Karim","Morgan Oey"
"292","Serigala Langit",2021,100,"Action",7.6,"Reka Wijaya",32,"13+","Deva Mahenra","Bunga Jelitha","Yoshi Sudarso"
"293","I Love You from 38000 Feet",2016,102,"Drama",6,"Asep Kusdinar",163,"13+","Michelle Ziudith","Rizky Nazar","Tanta Ginting"
"294","Sekala Niskala",2017,83,"Drama",6.8,"Kamila Andini",357,"13+","Thaly Titi Kasih","Ida Bagus Putu Radithya Mahijasena","Ayu Laksmi"
"295","Comic 8: Casino Kings Part 2",2016,95,"Action",6.2,"Anggy Umbara",351,"13+","Hannah Al Rashid","Donny Alamsyah","Ence Bagus"
"296","The Watcher",2021,79,"Comedy",6.1,"Anggy Umbara",38,"D17+","Angga Yunanda","Caitlin Halderman","Teuku Ryzki"
"299","One Fine Day",2017,102,"Drama",6.6,"Asep Kusdinar",206,"13+","Michelle Ziudith","Jefri Nichol","Maxime Bouttier"
"300","Bidadari-Bidadari Surga",2012,85,"Drama",6.7,"Soni Gaokasak",43,"13+","Nirina Zubir","Nino Fernandez","Nadine Chandrawinata"
"301","Ghostbuser: Misteri Desa Penari",2021,85,"Comedy",4.9,"Girry Pratama",19,"13+","Tora Sudiro","Tora Sudiro","Wulan Guritno"
"303","Gie",2005,147,"Biography",7.6,"Riri Riza",961,"13+","Nicholas Saputra","Jonathan Mulia","Thomas Nawilis"
"305","Live with My Ketos",2021,110,"Romance",7.6,"Adhisty Zara",27,"13+","Arbani Yasiz","Arya Vasco","Maria Theodore"
"306","MBA: Married by Accident",2008,110,"Comedy",6,"Winaldha E. Melalatoa",23,"13+","Nikita Willy","Marcell Darwin","Debby Ayu"
"307","Alexandria",2005,110,"Drama",7.1,"Ody C. Harahap",102,"13+","Fachry Albar","Marcel Chandrawinata","Julie Estelle"
"308","London Love Story",2016,89,"Drama",7.4,"Asep Kusdinar",53,"13+","Michelle Ziudith","Dimas Anggara","Adilla Fitri"
"309","Gangster",2015,99,"Action",6,"Fajar Nugros",46,"A","Hamish Daud","Nina Kozok","Agus Kuncoro"
"311","Eyang Ti",2021,80,"Drama",8.4,"Herwin Novianto",8,"R13+","Beby Tsabina","Widyawati","Irgi Fahrezi"
"312","Kulari ke Pantai",2018,112,"Adventure",7.8,"Riri Riza",234,"SU","Maisha Kanna","Lil'li Latisha","Marsha Timothy"
"313","Titus: Mystery of The Enygma",2020,95,"Animation",8.2,"Dineshkumar Subashchandra",62,"SU","Arbani Yasiz","Ranty Maria","Lukman Sardi"
"314","Revan & Reina",2018,98,"Drama",8.2,"Andreas Sullivan",41,"13+","Angela Gilsha","Bryan Domani","Irsyadillah"
"315","Riki Rhino",2020,92,"Animation",7.7,"Erwin Budiono",21,"SU","Jennifer Castle","Hamish Daud","Ge Pamungkas"
"316","Nenek Gayung",2012,79,"Comedy",4.7,"Nuri Dahlia",48,"13+","Aden Bajaj","Isa Bajaj","Melky Bajaj"
"317","3: Alif, Lam, Mim",2015,123,"Action",7.5,"Anggy Umbara",346,"13+","Cornelio Sunny","Abimana Aryasatya","Agus Kuncoro"
"318","Ikatan Cinta",2020,90,"Drama",4.4,"Amanda Manoppo",52,"13+","Arya Saloka","Evan Sanders","Glenca Chysara"
"319","Gas Kuy",2021,87,"Action",5,"Derby Romero",28,"13+","Rangga Azof","Rendy Herpy","Nadira Adnan"
"320","Darah Perawan Bulan Madu",2009,87,"Horror",5,"Hartawan Triguna",28,"13+","Indah Kalalo","Restu Sinaga","Yogi Aldi"
"321","Write Me a Love Song",2021,103,"Comedy",5.2,"Marsha Aruan",77,"13+","Andri Mashadi","Omar Daniel","Dinda Kirana"
"322","Putri untuk Pangeran",2020,103,"Drama",5.2,"Ranty Maria",77,"13+","Verrell Bramasta","Riza Syah","Nicole Parham"
"323","Warkop DKI Reborn 4",2020,103,"Adventure",5.2,"Rako Prijanto",77,"13+","Aliando Syarief","Adipati Dolken","Randy Nidji"
"327","The Guys",2017,115,"Comedy",6.6,"Raditya Dika",327,"13+","Raditya Dika","Pevita Pearce","Phongsiree Bunluewong"
"328","Dangerous Seductress",1992,95,"Horror",4.7,"H. Tjut Djalil",312,"13+","Kristin Anin","Tonya Lawson","Joseph Cassano"
"329","Warkop DKI Reborn: Jangkrik Boss Part 2",2017,110,"Adventure",5.6,"Anggy Umbara",467,"13+","Abimana Aryasatya","Vino G. Bastian","Tora Sudiro"
"330","Meet Me After Sunset",2018,96,"Drama",8.1,"Danial Rifki",73,"13+","Maxime Bouttier","Agatha Chelsea","Billy Davidson"
"331","The Returning",2018,88,"Horror",7.1,"Witra Asliga",24,"13+","Ario Bayu","Laura Basuki","Tissa Biani Azzahra"
"332","Aruna & Lidahnya",2018,106,"Drama",7.2,"Edwin",742,"17+","Dian Sastrowardoyo","Nicholas Saputra","Hannah Al Rashid"
"336","Laskar Pelangi",2008,124,"Adventure",7.8,"Riri Riza",2288,"SU","Cut Mini Theo","Zulfanny","Ikranagara"
"337","Merah Putih Memanggil",2017,95,"Action",8.3,"Mirwan Suwarso",125,"D17+","Verdy Bhawanta","Mentari De Marelle","Prisia Nasution"
"338","Kapan Pindah Rumah",2021,120,"Drama",8.3,"Herwin Novianto",7,"D17+","Mahalini Raharja","Cut Mini Theo","Clara Bernadeth"
"339","Surga Yang Tak Dirindukan 3",2021,120,"Drama",7.2,"Pritagita Arianegara",64,"D17+","Meisa Felaroze","Marsha Timothy","Fedi Nuril"
"341","Pohon Terkenal",2006,96,"Drama",8.5,"Annisa Meutia Amir",203,"13+","Monty Tiwa","Umay Shahab","Laura Theux"
"343","Lantai 13",2007,135,"Horror",5.1,"Helfi C.H. Kardit",46,"17+","Widi Mulia","Bella Esperance","Lucky Hakim"
"344","Critical Eleven",2017,135,"Drama",7.3,"Robert Ronny",644,"17+","Monty Tiwa","Reza Rahadian","Adinia Wirasti"
"345","Ruqyah: The Exorcism",2017,89,"Horror",4.3,"Jose Poernomo",73,"17+","Evan Sanders","Celine Evangelista","Hikmal Abrar Nasution"
"346","Juara",2016,106,"Action",8.1,"Charles Gozali",26,"13+","Bisma Karisma","Ciccio Manassero","Cecep Arif Rahman"
"347","Jailangkung",2017,86,"Horror",3.9,"Rizal Mantovani",267,"13+","Jose Poernomo","Amanda Rawles","Jefri Nichol"
"348","Jeritan Malam",2019,119,"Horror",6.6,"Rocky Soraya",106,"17+","Herjunot Ali","Cinta Laura Kiehl","Winky Wiryawan"
"350","Tiga Dara",1956,115,"Comedy",7.6,"Usmar Ismail",184,"13+","Chitra Dewi","Indiati Iskak","Mieke Wijaya"
"351","Sejuta Sayang Untuknya",2020,97,"Drama",7.9,"Herwin Novianto",190,"13+","Deddy Mizwar","Syifa Hadju","Umay Shahab"
"352","Death Whisper",2019,91,"Drama",6.3,"Awi Suryadi",251,"17+","Amanda Rawles","Angga Yunanda","Teuku Ryzki"
"353","Soekarno: Indonesia Merdeka",2013,137,"Biography",7,"Hanung Bramantyo",487,"18+","Ario Bayu","Muhammad Abbe","Moch. Achir"
"354","Lovely Man",2011,76,"Drama",7.5,"Teddy Soeriaatmadja",379,"18+","Donny Damara","Raihaanun Soeriaatmadja","Yayu A.W. Unru"
"355","Maipa Deapati & Datu Museng (The Hero",2018,88,"History",9.7,"Rere Art2tonic",10,"13+","Sukri Basto","Fildza Burhan","Hans de Kraker"
"356","Final Score",1986,88,"Action",6.9,"Arizal",193,"13+","Christopher Mitchum","Mike Abbott","Ida Iasha"
"357","Tarot",2015,119,"Drama",7.2,"Jose Poernomo",102,"13+","Shandy Aulia","Boy William","Sara Wijayanto"
"358","100% Halal",2020,100,"Drama",6.7,"Jastis Arimba",58,"13+","Anisa Rahma","Anandito Dwis","Kinaryosih"
"360","Santet",1988,94,"Horror",5,"Sisworo Gautama Putra",25,"13+","Suzzanna","Joice Erna","K. Arief Raduma"
"361","Hanum & Rangga: Faith & The City",2018,90,"Drama",1.2,"Benni Setiawan",3530,"13+","Acha Septriasa","Rio Dewanto","Arifin Putra"
"362","Aum!",2021,85,"Adventure",7.9,"Bambang 'Ipoenk' K.M.",14,"D17+","Jefri Nichol","Chicco Jerikho","Aksara Dena"
"363","Samson dan Delilah",1987,83,"Adventure",4.6,"Sisworo Gautama Putra",78,"D17+","Suzzanna","Paul Hay","Eddy Gunawan"
"364","Selesai",2021,83,"Drama",4.8,"Tompi",135,"D17+","Ariel Tatum","Gading Marten","Anya Geraldine"
"365","Rumah Kentang",2012,102,"Horror",5.8,"Jose Poernomo",95,"13+","Shandy Aulia","Tasya Kamila","Gilang Dirgahari"
"366","Turah",2016,83,"Drama",7.7,"Wicaksono Wisnu Legowo",81,"13+","Ubaidillah","Slamet Ambari","Yono Daryono"
"367","Akad",2021,90,"Comedy",7.1,"Reka Wijaya",69,"R13+","Kevin Julio","Indah Permatasari","Mathias Muchus"
"368","Calon Bini",2019,96,"Comedy",7.1,"Asep Kusdinar",69,"13+","Michelle Ziudith","Rizky Nazar","Dian Sidik"
"369","Anak Jalanan",2021,101,"Adventure",5.7,"Sondang Pratama",472,"17+","Rayn Wijaya","Ranty Maria","Amanda Rigby"
"370","Golok Setan",1984,101,"Adventure",5.7,"Ratno Timoer",472,"17+","Barry Prima","Gudi Sintara","Advent Bangun"
"371","Jaga Pocong",2018,83,"Horror",6.2,"Hadrah Daeng Ratu",207,"17+","Acha Septriasa","Zack Lee","Aqilla Herby"
"373","Surat Cinta Untuk Starla the Movie",2017,90,"Drama",7,"Rudi Aryanto",453,"13+","Jefri Nichol","Caitlin Halderman","Salshabilla Adriani"
"374","Tarung Sarung",2020,115,"Action",6.4,"Archie Hekagery",182,"13+","Panji Zoni","Yayan Ruhian","Maizura"
"375","Turn On",2021,127,"Drama",8.4,"Giorgino Abraham",38,"17+","Clara Bernadeth","Sonia Alyssa","Erika Carlina"
"376","Turis Romantis",2015,127,"Romance",8.5,"Senoaji Julius",105,"13+","Shaheer Sheikh","Kirana Larasati","Mike Lucock"
"377","Single",2015,127,"Comedy",6.8,"Raditya Dika",745,"13+","Raditya Dika","Annisa Rawles","Chandra Liow"
"378","Belok Kanan Barcelona",2018,107,"Adventure",6.6,"Guntur Soeharjanto",136,"13+","Pritagita Arianegara","Morgan Oey","Mikha Tambayong"
"379","Akibat Pergaulan Bebas",2010,98,"Drama",5.1,"Nayato Fio Nuala",36,"13+","Smitha Anjani","Uli Auliani","Leylarey Lesesne"
